name,NetMF_1,NetMF_2,NetMF_3,NetMF_4,NetMF_5,NetMF_6,NetMF_7,NetMF_8,NetMF_9,NetMF_10,NetMF_11,NetMF_12,NetMF_13,NetMF_14,NetMF_15,NetMF_16,NetMF_17,NetMF_18,NetMF_19,NetMF_20,NetMF_21,NetMF_22,NetMF_23,NetMF_24,NetMF_25,NetMF_26,NetMF_27,NetMF_28,NetMF_29,NetMF_30,NetMF_31,NetMF_32
ENSG00000097021,386.4561,-45.62062,9.337142,-88.63204,-23.769003,24.787523,-18.648153,9.642173,-31.575676,35.55684,13.623732,27.723072,-20.749401,58.81703,-9.601831,-62.860863,38.20475,-29.090868,-23.925869,-40.772903,97.53572,13.114883,-8.998421,43.78314,22.074223,-34.44072,13.407058,19.000591,-6.265875,-29.054504,-29.85919,-24.826809
ENSG00000113396,0.0,7.798939e-12,1.3917483e-07,1.1313113e-07,2.7847514e-07,-3.236117e-07,3.029781e-08,-1.789835e-07,1.2547314e-08,-9.9528854e-08,-9.153172e-08,-6.805497e-11,-2.1380141e-07,-7.220233e-08,1.8438332e-07,-6.088835e-08,1.7819515e-08,1.39919365e-08,1.3702384e-08,-1.0594999e-07,2.027516e-08,-1.4954638e-08,3.2684713e-07,-5.862366e-08,-4.815258e-09,4.8124406e-08,-8.8690335e-09,-3.9525265e-08,-7.837983e-08,1.1759148e-08,-6.515437e-08,4.8709982e-08
ENSG00000068366,549.6385,180.63028,-40.744244,5.2292223,98.57412,78.65779,-15.867429,-37.579723,-41.015984,43.655872,24.406673,-29.236536,-41.322258,-1.4020934,4.043359,30.923775,7.335326,12.111846,26.793955,9.954184,-23.841385,11.321332,-21.602715,-18.001108,-0.56308174,19.258955,3.165052,23.67516,-0.19938406,5.687025,11.712163,-4.8265176
ENSG00000107798,143.3952,-15.463877,-18.432083,-15.094888,216.09756,-23.071978,-8.915713,-3.3183331,-63.25853,6.535236,-5.147594,-0.6995195,8.042673,-0.78460544,0.5056487,8.451811,-9.867772,5.4216266,-6.0527816,7.713785,-1.8715752,1.2868416,5.666297,11.993959,3.369965,2.301386,2.1921358,-3.7755685,-0.95912355,-3.710563,0.8329942,1.3569281
ENSG00000165029,418.59464,-41.98641,99.42018,-16.208033,-3.429359,20.856646,13.713725,-15.927883,-2.7008436,-30.417416,-7.5084023,15.867212,-22.98746,-12.94004,-31.426245,16.21452,3.4700491,21.530033,22.471613,-6.1853385,1.7463145,7.616716,7.312774,21.337393,-4.1086354,19.178104,-6.805995,0.19414099,-8.247878,-6.343412,-24.439854,-5.450126
ENSG00000099194,588.03326,184.2684,-88.40373,-14.44266,80.761856,36.931896,78.89615,119.445114,-53.734024,3.1967866,-12.1649885,-22.431456,-16.423363,-20.339653,35.724194,48.31628,-46.510056,0.7065895,-5.00338,-13.50984,9.147583,-15.363551,-24.111282,-23.560297,-23.9352,-32.237957,-0.3724043,-5.7730923,-8.2498,-19.038616,-23.802261,-25.757416
ENSG00000110090,538.66724,-81.575584,-46.121357,-14.368329,-5.182297,102.59048,88.1693,96.70914,55.704132,9.608059,60.59789,38.130074,20.311857,4.579165,-31.600653,27.419983,-30.08088,1.9245262,21.503023,33.874874,12.363233,32.70621,13.860083,10.132738,-6.808937,6.397734,22.688416,38.04824,10.614126,-5.038017,3.6762743,-21.61454
ENSG00000095321,213.42705,-32.95573,7.9268246,-85.66493,-38.592506,25.139225,-16.546373,9.170878,-43.724808,50.751793,-27.07211,36.325226,35.74193,16.308945,6.0473886,-14.216464,-15.341631,-19.091536,-10.397364,8.309964,17.019884,-5.3593187,-11.889018,55.509266,-37.801632,3.4700572,-19.85365,-16.77252,-13.214991,8.442499,7.9777555,-35.63374
ENSG00000099797,524.8813,-78.38619,-24.051113,-15.871366,-26.160269,92.807495,-33.880413,13.020916,2.7108116,-25.827593,-22.524597,21.553196,-39.402718,-27.90846,13.617266,45.60541,6.077182,27.187967,-15.692708,-20.08665,17.778997,-24.379295,11.442431,-11.432167,-22.035648,-25.42737,-35.53193,8.041455,-13.348286,-19.58547,-29.934877,-25.00008
ENSG00000084754,717.6854,-89.68783,-25.21036,109.39957,-54.028667,30.037363,-7.969537,56.19234,-45.563377,34.538216,-15.1036215,-10.006794,9.991191,-38.74288,22.871717,16.785925,-5.4660716,-14.491932,22.422762,12.975334,14.757488,-26.64658,44.122063,26.905785,-7.624667,26.972263,-15.044938,8.19474,47.515465,-25.351826,7.6534123,3.557658
ENSG00000060971,465.8692,-72.313446,-61.197376,-58.383274,-40.791542,99.72585,-81.55072,-23.379684,-39.890854,87.22483,50.309654,-49.854282,-68.629776,-17.103083,-24.273949,5.750976,-12.4767885,39.007164,18.54626,-12.57895,30.629803,24.935917,1.536772,-0.39917567,-29.26888,-1.0286441,8.537091,11.7428255,-22.498875,-37.60717,56.943146,30.994268
ENSG00000197375,273.5606,-37.49583,-19.918604,-53.620617,156.25542,-10.304443,-17.100317,-4.4450603,-28.816221,8.236775,-2.6414576,1.5586015,-26.629267,-16.361267,-10.093432,48.130634,0.11467035,49.68851,9.573732,0.78629476,53.663067,-7.392702,0.6790651,28.31989,-19.938112,-2.7913845,4.837225,-65.38763,-45.611755,-22.5303,46.693943,39.559605
ENSG00000149742,142.14708,-13.577637,33.706688,-23.150543,3.438538,65.905045,-28.657564,36.42129,-5.832672,-12.641686,-6.400243,45.83166,-38.14188,12.378265,29.253946,21.062002,0.51129425,1.2768507,-19.745638,-4.2965207,-31.182266,-6.444458,10.015666,17.416344,-3.3029513,2.57584,13.110144,16.257164,-25.319818,12.741589,27.316393,23.328009
ENSG00000087008,131.97124,-29.30926,-24.404047,-49.036648,-12.126668,28.446926,-16.471903,17.434557,-12.147504,9.746066,-1.8042227,25.269659,-24.165386,9.532056,-10.781935,-14.907159,-5.5540547,6.4098883,-3.091798,-2.122237,-14.829221,2.408091,-20.414532,35.37708,-13.984808,10.947487,-4.151267,21.018812,5.0351343,-7.5196514,19.635847,1.7755024
ENSG00000067829,432.47186,-60.691826,-39.525208,-58.47186,-37.164467,65.98009,-22.456009,-25.83926,-25.046743,14.482994,-2.6852434,7.9798245,-50.199257,-22.34675,-20.931656,21.437414,-62.878693,16.793444,-59.34868,30.839226,-3.461152,17.287447,-2.0622668,-20.207897,39.91408,34.876194,62.367226,-26.08875,-9.674472,1.975713,-49.593987,-9.732582
ENSG00000101986,267.05383,-40.499523,-18.247282,-11.11091,142.53708,77.89143,-8.359479,22.014738,35.101524,0.48642966,-34.85513,37.38496,-38.64404,16.267645,-7.1445274,6.8201604,-23.613235,9.288168,26.815748,19.06305,-5.266421,21.547998,1.4696558,4.076253,-16.831102,1.2740963,11.391875,13.869628,9.540792,-2.442509,0.46015716,3.385603
ENSG00000073756,0.0,-3.260418e-14,-7.84887e-14,-5.7784384e-14,-4.8113833e-14,2.7763133e-14,3.7585614e-13,8.205738e-13,2.1449077e-11,9.356581e-11,-3.5165912e-10,-3.4750075e-10,8.696149e-10,-4.4352366e-09,-1.63998e-08,4.4945494e-08,-1.3443795e-07,1.8441543e-07,5.7602563e-08,6.0985127e-07,-5.0411546e-07,7.504619e-08,-4.6840892e-08,2.158763e-07,-1.12167484e-07,2.9897907e-07,1.3249141e-07,2.0707823e-07,6.997005e-09,-1.8742769e-07,-1.11650884e-07,9.7683234e-08
ENSG00000012779,513.1752,172.99098,69.719925,-1.3339422,-24.881092,38.71546,-15.257137,-40.14022,-27.8468,47.552998,19.077456,-38.44139,5.439342,18.060814,-2.3425934,-20.09144,-17.93457,-43.698254,2.9310904,-29.74846,26.817966,-7.8942904,-34.592785,-29.142128,-34.066444,18.89547,-23.025576,-16.997816,0.79224384,23.052488,49.59958,-22.444248
ENSG00000021461,0.0,-2.4333017e-14,-4.9945762e-14,2.042221e-14,3.48022e-14,1.705344e-14,2.2816972e-13,1.0740242e-13,-5.231178e-12,3.6665918e-12,-3.1197055e-11,-1.1777002e-10,-3.0488695e-11,-6.469832e-11,-1.9386144e-09,-9.318084e-09,4.144669e-09,-8.86511e-09,5.7754526e-08,5.6953194e-08,9.003654e-08,1.7301637e-07,-4.0154e-07,-1.0812048e-07,-9.311022e-09,2.730781e-07,-1.523557e-07,-2.4821816e-07,2.6864987e-07,-1.6959527e-07,-4.198229e-07,-1.5998313e-07
ENSG00000019186,158.46605,-22.965689,13.209371,-48.613636,-13.291088,-48.52216,-1.4637954,-2.434112,5.0885515,24.992682,4.985001,18.52607,-34.928017,29.295656,-2.1581392,2.6557035,-17.629772,5.8321,7.2070556,-12.340542,-2.5201683,-0.5684624,1.664907,17.315722,-10.456533,6.030999,7.289006,10.349716,9.2194805,1.3049662,7.316226,-14.35061
ENSG00000242110,0.0,-5.6799034e-14,-8.691436e-14,1.0251169e-13,4.2940808e-13,2.994757e-14,4.9573095e-13,4.4087582e-13,-1.0114764e-11,-7.692257e-12,-1.3386775e-11,-4.2265516e-10,-2.8726568e-10,9.886525e-10,6.383373e-09,-3.272008e-08,2.6915004e-08,-2.867575e-08,1.5997341e-07,8.3281186e-08,1.667504e-07,1.3396867e-07,-1.4469944e-06,8.395404e-08,-2.5490746e-07,-4.905503e-07,-6.104363e-07,-6.1816075e-07,1.8486546e-07,-7.4122374e-07,-7.3500466e-08,2.7470057e-07
ENSG00000169710,655.2616,-83.73386,-39.12415,87.04148,-51.331524,11.7953415,-46.240032,-10.034219,-26.034353,38.016663,-30.079407,-3.9557986,23.25354,-30.176222,34.276978,21.190563,11.286473,-15.391534,10.999865,-8.852742,42.92124,-28.370697,39.306217,19.59761,8.125561,-4.9036665,-32.42796,15.638182,33.261517,-15.096361,-20.492252,20.208683
ENSG00000117054,580.98926,-93.276955,-80.84641,-21.13275,-46.878098,99.35117,-27.638174,-6.971237,-24.007364,-4.1326284,-6.91526,67.50291,-76.603226,-24.460941,-49.772358,-8.131135,-10.769881,56.805832,10.506,33.490105,44.31095,-18.324923,20.147846,17.386808,-15.864118,-2.7086327,-10.746184,-3.7968144,22.24985,-8.693526,10.509066,-10.744835
ENSG00000167969,443.60495,273.22656,-65.62518,-26.025414,17.782871,85.75469,-26.658308,53.28759,94.96116,65.33214,-36.350376,2.3568492,-9.147146,-2.4945734,-58.229774,-17.063698,-24.091667,18.432339,-12.588519,15.931838,14.772857,15.701315,20.380013,21.172277,-2.3936653,20.185326,-0.7381728,32.464985,19.646326,-9.094935,17.58541,-12.029606
ENSG00000074696,576.1718,-67.742096,10.273759,23.427362,-13.087195,33.28546,-2.3999145,2.0966878,8.229432,-45.61973,-13.179114,23.690514,-24.251537,-48.1956,-16.710518,38.266228,47.912727,27.49116,-4.955369,-37.788925,14.640502,-22.587475,10.983534,-0.24630599,-40.27173,17.716366,-16.920156,-5.477628,24.471285,18.64898,16.16306,-16.497078
ENSG00000072778,504.2648,-87.943245,-57.947388,-20.790718,-5.5135946,88.98316,-73.9864,67.978134,61.23686,42.541275,-35.247074,11.143687,-37.10194,-15.096911,-58.087456,-11.459256,-32.856277,2.2261107,-23.35646,24.408733,4.4238453,-22.159607,6.069808,18.410877,23.091667,-3.9997015,16.924929,37.83078,15.258358,-23.386765,33.51891,16.856325
ENSG00000104823,593.2201,123.29382,-43.815178,37.35583,-35.09369,45.9178,-37.24858,11.650774,-9.799214,4.049733,20.063263,18.763372,-52.751507,-15.214192,-50.38211,-16.940716,-11.261952,19.942465,-20.442623,9.2925415,11.9545145,7.091894,-27.518284,22.803976,-9.66392,15.069954,5.4270034,10.859435,15.316634,-50.284306,57.16357,-9.281179
ENSG00000196177,305.81955,-39.899727,13.950131,-45.443604,3.8061225,134.72134,-19.431463,25.05296,5.340683,-25.95378,-7.051565,43.709522,-60.754482,-24.226574,-11.279935,13.750787,-36.761646,68.84756,-54.745033,-5.1220245,-7.184105,30.737682,9.205195,-42.723976,-35.994267,-12.051779,-40.554546,24.935562,-3.4185655,-23.565695,-51.439243,-27.155296
ENSG00000107537,457.3696,279.0534,-22.036774,-40.41749,174.79906,-3.2551692,-18.37482,8.548773,-62.5495,33.592743,-3.6155226,-5.756503,-0.43442252,-12.109533,-12.540923,-17.878408,7.61772,6.652564,11.806721,-0.31634903,-7.322661,-0.16128007,22.09568,0.27699277,-2.3532212,-15.921213,-6.99851,-3.1567655,-4.468834,0.3304055,-2.8330076,-7.0776763
ENSG00000149084,550.6707,-84.9174,-29.010567,-10.726474,-4.214822,156.86461,75.6239,70.181885,26.899616,71.670555,4.206495,-47.87083,-47.263504,1.3368802,32.256573,30.232122,-19.207735,5.416621,1.3476092,-7.349141,-1.0600828,-14.004263,10.209065,-13.612887,-31.792265,-25.892538,25.180061,5.033432,-0.022209845,3.2923975,-33.910934,-24.489746
ENSG00000104325,574.82666,158.60541,-13.854875,3.5229187,-11.367235,45.28853,-51.191505,3.7270558,20.522009,13.876057,94.510925,5.037437,1.6019276,-4.1103454,-2.289689,10.795615,-4.301005,0.5310742,0.88747275,-2.041156,29.259571,-28.187965,-30.959854,1.9768773,6.165458,-21.3416,38.720917,-13.940891,24.018236,3.3394194,-22.050417,-9.5300045
ENSG00000099998,34.76739,-6.8853946,-1.4640665,-0.082086384,-4.4077373,12.95025,-15.717748,12.124903,-7.0812235,11.55485,5.946713,5.6989484,-2.751179,3.4123516,-11.361252,-19.455347,-2.4173326,-4.1009583,6.2338815,-13.577884,4.4027805,2.479908,-0.9332474,15.071733,-13.102074,-10.08717,4.299076,-13.161199,3.4293396,-3.5080512,-1.2363843,-7.098989
ENSG00000134824,228.7454,-33.16669,29.685669,-23.487907,44.973076,76.70101,-25.38051,63.76455,119.34914,54.79034,-36.787544,-5.9156923,-18.737011,-16.98317,10.303912,12.909091,-13.215558,10.964175,-15.043755,-44.63548,-13.874564,-1.013706,-0.7326881,-30.944017,-47.35113,-24.558867,-10.715438,-15.560368,-10.499678,-19.885023,-41.16595,-31.33647
ENSG00000089597,640.7101,108.52085,-4.2650137,54.308186,-21.283361,56.907368,-38.48051,0.30953097,-2.9500704,37.200012,18.629568,-10.184006,-46.6761,-9.933687,-7.611634,-18.049263,6.088101,3.2240143,17.751308,-11.265783,-0.9018337,-7.1001015,-29.059664,-28.371166,-23.31296,-19.530872,-11.571512,-1.1683793,10.94383,-2.2015162,-29.896692,-13.531082
ENSG00000115275,503.09515,-84.86595,-59.19296,-25.137888,-40.2364,40.06869,-19.724213,-8.943797,-10.229977,-12.8415365,-10.933455,-13.704712,-33.585606,-17.103874,17.897465,25.934984,10.026922,-5.73782,22.096601,14.198815,12.319901,-34.969685,-0.9781677,-24.128996,-15.028804,-4.7805715,24.3387,-38.78096,-0.86712307,-1.4490938,-4.6691527,-29.670027
ENSG00000118705,684.1767,-91.558014,-44.955143,71.87933,-22.39776,97.01784,-45.69689,-0.386579,-11.842525,-10.005363,-4.0974183,5.916768,-63.972446,-10.13206,10.439371,13.706154,11.935449,-11.498866,20.870907,3.1645443,-7.4782505,-29.00369,33.22971,-11.491851,-16.491383,-23.33621,15.049395,-8.241516,3.6332736,18.789717,4.040258,-34.011024
ENSG00000049860,396.43057,-54.91061,77.59263,-69.349174,-30.51909,28.494057,-70.32787,42.94966,-29.306778,-1.6947695,-0.3739113,-20.532019,13.989716,-6.700067,-51.54879,-44.26116,-18.820797,-41.53073,1.9696906,-36.022808,39.953785,-25.239672,-9.752962,-29.027754,-8.580385,-12.4724045,-1.3844105,2.888255,31.555738,31.788696,22.486418,-0.7929914
ENSG00000111885,77.08487,-4.6776977,51.863876,-17.921286,14.446148,11.4818,-24.488888,29.094694,6.1891046,-2.5964007,3.509023,10.6980505,-9.634753,2.844002,27.29496,-10.119555,3.8707032,5.621427,-3.880069,16.030893,-17.91394,2.366933,13.797087,-1.4528623,-18.18276,4.5598164,-18.699522,-16.476395,5.5634737,5.52135,15.7269335,12.836133
ENSG00000139133,0.0,5.2208646e-15,2.8459036e-14,5.1189626e-14,4.5158057e-14,-5.6061865e-14,-1.494563e-14,2.466386e-13,-9.4321584e-14,-7.2825094e-14,-2.6691152e-13,1.0610086e-12,1.8868841e-13,8.172946e-12,-2.82324e-11,4.85798e-11,-9.0929105e-11,-8.590486e-11,1.9210203e-11,2.6685595e-10,-1.261703e-10,7.983507e-10,-8.4547114e-10,3.3912004e-09,-3.9239847e-09,-1.16800996e-08,3.3362137e-09,-5.5799867e-09,-1.4877891e-08,1.961936e-08,6.404597e-08,-1.6928647e-07
ENSG00000100156,0.0,1.9613721e-15,-2.7014459e-14,6.103674e-14,4.0795356e-14,-7.905037e-14,1.3439934e-13,1.5016304e-13,-7.158484e-14,-5.888453e-14,5.1118685e-13,-9.394192e-13,-5.8593424e-13,-7.747464e-13,2.8507845e-11,-5.7971204e-11,1.6555851e-10,1.8962361e-10,5.774052e-11,-3.820626e-10,2.612631e-10,-1.8299164e-09,-1.1179392e-09,-3.1437024e-09,1.9154278e-09,3.8256553e-09,2.5237137e-09,4.307712e-09,2.8489966e-08,-1.6434155e-08,-1.0046387e-07,1.2103892e-07
ENSG00000161267,399.59915,257.37054,-20.769566,-35.700474,-8.443492,103.42537,-14.651524,-0.61376464,-14.285878,29.484526,7.341399,8.781823,-33.876167,1.3757058,21.097078,16.068079,-7.4181895,14.0272,-19.729446,18.67641,-5.143249,-28.294693,9.926081,19.580286,-7.2687845,18.649557,52.776325,-21.628267,33.867725,20.745937,-30.144682,-5.163078
ENSG00000155380,375.35596,-56.559227,-5.198348,-29.978872,4.2740335,46.39445,-14.664323,43.58152,64.3444,26.293936,-35.817715,8.529579,-22.761126,-51.317554,-29.830084,33.021225,10.658763,48.78083,-37.684307,-5.8799844,-3.7662933,-10.182755,4.844009,-19.406404,-10.8215885,12.739509,-14.527577,30.152617,0.019057633,-14.108986,-18.947422,-27.090807
ENSG00000120137,129.07878,-19.002737,-41.812416,-17.076656,223.25732,-21.69884,-11.52716,0.04408524,-62.88127,7.3588996,-4.8983736,-4.964173,2.4771287,0.21441185,-7.941243,-3.4023542,-9.102909,4.4058056,2.8207924,3.9973385,3.1807961,0.8998879,-2.8755906,2.8314729,3.4635553,1.2449709,-1.5694244,-3.4027226,0.9255135,-3.6792774,-2.8447661,1.3343587
ENSG00000127125,75.28678,-12.607549,-29.353998,-15.535247,-11.677477,17.937336,-22.28896,4.375574,-14.101549,9.175902,8.7222,3.7020068,-6.756861,10.594266,-35.434643,-32.618813,-10.203961,-2.9439006,-5.014033,-10.454933,8.301755,11.025923,-10.387417,22.035074,-6.464002,-21.628685,8.474782,-8.362695,7.774346,-4.0939064,-16.159369,5.293977
ENSG00000163344,265.27576,-39.829014,-28.025192,-63.006,-11.15099,43.324516,-52.205776,38.5462,5.7624974,-15.143839,5.305691,1.8569417,-39.27601,-19.898636,-21.122246,-10.215279,-3.648385,33.324047,-5.4733987,-1.9803598,18.418158,23.064909,-17.397749,-21.005718,-25.26355,-7.053779,-5.500638,15.495851,18.139883,3.4437616,-24.055412,-11.738003
ENSG00000110921,329.2253,-59.164288,-75.47243,-47.942585,-22.150927,-3.4685667,-46.574924,20.518915,28.206884,5.8609138,112.70593,41.251743,62.04741,16.354837,1.1609251,-19.901382,-8.954152,-24.10618,-6.264366,12.3026705,11.175298,-0.8392502,-24.567715,28.31163,-33.57487,-14.591489,1.2912135,21.803308,-2.353201,-1.9800086,-13.755403,11.304111
ENSG00000119711,328.56943,-48.238323,17.020203,-77.71701,-30.594734,137.26236,-47.075844,-35.661003,-61.62685,135.82617,50.879543,-52.441223,-43.381943,7.1818156,-24.48994,-19.065786,-30.275105,18.569296,19.669086,-31.370045,-12.941961,31.538273,6.572616,13.962982,5.247933,-3.8621547,-25.837563,7.224303,6.0907497,-3.073663,6.075423,12.144983
ENSG00000124370,297.4861,392.2679,-39.504906,-52.47021,-12.592583,16.598593,-7.120956,6.9428244,-7.187242,8.920085,-3.4807172,9.368865,-0.12924069,7.834605,-8.321967,-3.839859,-3.405242,-4.8122973,2.5155308,-2.6321583,4.0062594,-2.6722817,69.90204,9.321061,5.3968887,-7.207157,5.8134174,-0.8525914,1.5376254,-0.13333265,-3.8862896,2.408424
ENSG00000113161,354.50845,-55.726746,4.603797,-59.217632,1.240653,55.981293,135.65204,146.98187,-20.472065,-10.886463,7.697802,6.185096,-50.886925,10.630751,49.924854,26.70286,-3.9118268,9.131669,-12.827888,-5.0427103,-15.689581,5.1777115,-4.454316,-1.0672674,-24.365152,-26.538507,-3.739485,-9.864725,-8.154211,17.521915,0.014102183,-8.291616
ENSG00000147576,179.8284,-30.44263,-39.405228,-45.75793,-20.253153,21.424868,-21.236109,-13.220556,-11.575792,-2.9278526,6.0213003,-4.5991163,-4.4490128,0.84442806,-3.5339358,-36.338116,-40.674088,-3.2048616,-9.382093,6.4005,6.706892,28.26809,-12.053148,42.427925,9.816696,-21.399307,6.2118783,-27.993017,24.511353,15.362805,-35.939095,-4.449052
ENSG00000124767,629.1777,-95.158264,-83.87008,39.853954,-23.84704,78.982376,-28.317362,-21.44311,8.525639,58.98016,-13.185192,-18.480288,-27.76487,-6.783681,-30.793493,-37.11483,32.26205,-33.173527,23.05714,11.058241,-6.2933106,-16.88901,32.000137,23.011993,1.7277828,-35.84853,51.80908,-4.088833,-0.10665865,10.80797,-4.235174,-4.937272
ENSG00000014641,705.77325,-98.10269,-63.218037,46.957844,-32.39279,72.88388,-36.286182,13.287321,18.91525,72.73724,-37.000916,36.606163,-17.105902,-47.444237,-69.09962,-13.338166,-21.270733,-8.688475,-13.754348,-10.556317,16.768814,-1.3424612,32.70121,24.687769,-13.286724,-52.745583,35.082615,11.8914,-17.405472,-34.830936,9.321628,16.43124
ENSG00000146701,640.51385,-84.893616,-38.50468,47.303455,-26.685104,99.48803,-45.984425,-5.651872,6.8063264,62.00884,2.4991317,-27.49399,-30.707546,-14.012322,-67.90075,-46.243797,14.744875,5.7458563,-13.324558,26.148026,42.713802,-1.81375,37.63702,34.51685,23.219442,4.2378335,29.772383,-20.758835,23.050505,3.4654038,-7.1612835,17.470453
ENSG00000102967,275.13428,-46.516018,-42.686363,-39.60933,-31.906872,40.263973,-62.886005,42.59444,-27.245388,-0.90301794,-10.54089,24.93076,-24.781311,-0.7236787,-0.33447927,-7.8929133,-0.90812844,-12.978516,-11.155738,-4.6807857,-34.692867,30.578434,-22.301216,66.31287,-40.423553,-31.178337,14.931333,-12.788063,-9.128942,-0.83543384,22.956196,-47.439816
ENSG00000084774,727.4695,-88.49911,-59.038948,131.40477,-49.742985,16.013754,-46.592995,2.7486758,-36.577587,24.92667,-30.303307,14.123636,52.78385,44.453278,7.346597,3.8530722,-17.605059,17.708158,3.6406918,-12.367701,15.053856,-17.611303,49.241604,20.40754,-9.023925,33.94555,-13.780577,-5.198686,19.190016,-0.5273074,-0.73166454,2.309069
ENSG00000175536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000151093,375.64078,283.38998,-80.77219,-56.970814,-35.537983,39.1273,-35.18555,10.698703,-20.697954,6.995084,-10.875547,11.336538,-21.083033,5.1210337,-38.13806,-0.32105666,-21.428139,-3.9132032,21.076792,3.2618487,8.809411,-3.7688346,10.086287,24.51301,4.1492906,-22.685476,6.188418,13.910542,3.7958894,-2.290171,0.21874441,16.283388
ENSG00000152463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000149313,443.85254,-72.98039,-86.16026,-39.00286,-14.59404,23.788754,-26.476133,25.71787,29.026497,-7.452392,95.22628,29.627987,-2.1104574,-40.57601,-50.92182,-2.5536005,19.601414,20.765873,-28.921549,-0.55119395,39.685528,-8.522138,-7.8481355,-32.656673,-22.34626,5.1900644,13.187352,-1.9407046,-28.834383,-10.900468,20.911854,2.204473
ENSG00000084073,513.35394,-74.02504,-33.951973,-17.227926,95.33441,116.53733,-49.74157,-5.808816,-44.896336,25.210434,-6.025794,6.435094,-60.890213,1.0228314,59.46623,2.1345193,31.36678,-25.460045,30.110338,-28.735153,9.890516,24.29069,5.777727,-31.781252,12.8387,-16.383772,-1.4250835,22.644552,-21.074652,9.88086,17.16333,0.9975532
ENSG00000138814,614.8394,98.38116,12.299511,72.18192,-19.64916,42.697056,13.443479,-49.274044,-29.538418,49.330067,2.090888,17.356205,-9.093944,-28.679832,-13.449848,6.694559,-1.7428647,2.6459737,-26.6744,2.7967775,5.826694,15.222789,-41.57727,5.5240345,20.006756,2.237038,17.923199,-25.813427,-5.079702,16.524466,18.124693,1.9396794
ENSG00000144843,118.805466,-13.5095415,-22.569782,-40.71079,-4.5563965,-24.806705,-22.87669,-8.550732,13.523107,-15.413985,5.596734,-34.690624,14.147599,-4.1308913,16.43622,1.5709043,24.497385,-7.7955084,-21.752863,-2.4893966,0.020958006,26.097565,-12.027515,13.3133,-9.571793,-2.051735,2.3071947,-10.931418,11.85153,1.727571,-10.148251,0.51451
ENSG00000054356,480.37805,169.24275,32.212406,-4.2514544,-8.860327,33.460335,-14.487289,17.658619,-2.304805,-7.2561235,-9.111077,21.130821,-11.878244,-6.4369693,10.31474,-9.34797,7.616022,-10.393777,-7.0918374,-12.1685095,-15.121219,-14.976114,-28.274498,-3.7633076,-19.112906,-5.0576015,11.657568,-8.244658,-6.6261954,0.5990846,-3.7858045,-20.967648
ENSG00000055609,423.59888,-62.55242,-46.367104,-22.182755,75.85361,-74.545135,-5.448517,-27.791483,34.274757,24.041412,-13.0316305,-17.500134,-39.418354,-1.2563648,-33.714485,37.066967,-27.685041,-6.310183,-12.255314,-6.782812,27.419558,-21.785158,1.3629782,-10.4749365,-3.3832285,-19.366491,-4.5789094,-14.833063,14.268541,21.0974,38.204514,-15.293531
ENSG00000077463,566.8086,-77.197495,-43.548145,8.44849,-40.97047,-58.697372,-37.953697,5.101163,6.5482955,8.022917,-37.380745,-8.031571,27.530167,112.34141,4.8487515,-3.8481205,4.1885877,35.90195,-9.976373,-2.7681954,36.266487,0.2585154,12.5825615,-32.11619,23.263739,-9.522119,5.282702,-6.5352297,4.5678873,-8.11175,-1.8959978,-11.459609
ENSG00000141736,737.8839,16.891993,91.519135,166.45215,-8.897922,1.4725806,-22.74032,22.484772,-5.2705994,13.948647,-7.821837,29.771889,35.956383,58.93431,17.424929,-5.5102167,-11.888172,39.447857,-9.338969,-15.005514,-21.623737,2.5351572,-47.11995,14.617988,-19.436068,21.989069,-3.8560216,0.3903888,-18.888657,-17.57553,1.9472786,4.0444307
ENSG00000164951,285.17957,-32.99692,38.499702,-62.133446,-17.151348,35.43314,-24.774523,-6.0919476,-11.920413,4.125277,5.899877,5.3943634,-12.643602,-23.252983,-23.073528,25.136585,-37.160603,24.096182,-64.15612,7.006663,-3.2146192,21.926067,9.473275,-0.84998673,-7.236811,10.488933,-9.720401,20.256708,-0.32731086,-47.477177,-24.283932,-22.508106
ENSG00000004799,284.06155,-49.4873,-28.294062,-81.32038,-19.163298,62.98776,-7.9753923,-34.950996,-9.023168,-8.266042,3.2298884,19.641132,-42.482536,-1.694669,-34.62229,-8.898644,-25.311602,31.735039,-2.7414987,29.4983,42.7374,19.853025,-13.498112,24.508228,-7.160827,-10.771969,19.833433,28.794872,21.08026,-18.062397,-16.566738,-8.307539
ENSG00000069764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
