"most_freq"	"count_E"	"count_aE"	"count_aNE"	"count_NE"
"CPTP"	"NE"	0	0	9	21
"CPVL"	"NE"	0	0	14	16
"CPXCR1"	"aNE"	NA	NA	NA	NA
"CPXM1"	"aNE"	0	0	18	12
"CPXM2"	"NE"	0	0	12	18
"CPZ"	"aNE"	0	0	16	14
"CR1L"	"aNE"	0	0	30	0
"CR2"	"aNE"	0	0	19	11
"CRABP1"	"NE"	0	0	8	22
"CRABP2"	"aNE"	0	0	27	3
"CRACD"	"aNE"	0	0	21	9
"CRACDL"	"aNE"	0	2	26	2
"CRACR2A"	"NE"	0	0	11	19
"CRACR2B"	"aNE"	0	0	22	8
"CRADD"	"NE"	0	0	11	19
"CRAMP1"	"aNE"	0	0	28	2
"CRAT"	"aNE"	0	0	25	5
"CRB1"	"NE"	0	0	10	20
"CRB2"	"aNE"	0	0	25	5
"CRB3"	"aNE"	0	1	18	11
"CRBN"	"aNE"	0	0	20	10
"CRCP"	"E"	27	3	0	0
"CRCT1"	"aE"	0	18	12	0
"CREB1"	"aNE"	0	0	29	1
"CREB3"	"aNE"	0	0	29	1
"CREB3L1"	"NE"	0	0	9	21
"CREB3L2"	"NE"	0	0	11	19
"CREB3L3"	"NE"	0	0	12	18
"CREB3L4"	"aNE"	0	0	26	4
"CREB5"	"NE"	0	0	5	25
"CREBBP"	"NE"	0	2	13	15
"CREBL2"	"NE"	0	0	10	20
"CREBRF"	"aNE"	0	0	21	9
"CREBZF"	"aNE"	0	0	20	10
"CREG1"	"aNE"	0	0	26	4
"CREG2"	"aNE"	0	0	22	8
"CRELD1"	"NE"	0	0	12	18
"CRELD2"	"NE"	0	0	14	16
"CRH"	"aNE"	0	0	23	7
"CRHBP"	"aNE"	0	0	22	8
"CRHR1"	"aNE"	0	0	23	7
"CRHR2"	"NE"	0	0	11	19
"CRIM1"	"aNE"	0	0	18	12
"CRIP1"	"NE"	0	0	6	24
"CRIP2"	"aNE"	0	0	16	14
"CRIP3"	"aNE"	0	1	27	2
"CRIPAK"	"NE"	0	0	12	18
"CRIPT"	"aNE"	0	3	26	1
"CRISP1"	"aNE"	0	0	28	2
"CRISP2"	"aNE"	0	0	24	6
"CRISP3"	"NE"	0	0	8	22
"CRISPLD1"	"NE"	0	0	7	23
"CRISPLD2"	"NE"	0	0	12	18
"CRK"	"aNE"	0	4	25	1
"CRKL"	"aE"	12	13	4	1
"CRLF1"	"aNE"	0	0	22	8
"CRLF3"	"aNE"	0	0	22	8
"CRLS1"	"aNE"	1	10	19	0
"CRMP1"	"aNE"	0	0	22	8
"CRNKL1"	"E"	30	0	0	0
"CRNN"	"aNE"	0	0	20	10
"CROCC"	"aNE"	0	1	29	0
"CROT"	"NE"	0	0	10	20
"CRP"	"aNE"	0	0	24	6
"CRTAC1"	"aNE"	0	0	17	13
"CRTAM"	"aNE"	0	0	26	4
"CRTAP"	"aNE"	0	0	19	11
"CRTC1"	"NE"	0	0	9	21
"CRTC2"	"aNE"	0	0	26	4
"CRTC3"	"aNE"	0	0	19	11
"CRX"	"aNE"	0	0	26	4
"CRY1"	"NE"	0	0	13	17
"CRY2"	"NE"	0	0	7	23
"CRYAB"	"aNE"	0	0	19	11
"CRYBA1"	"aNE"	0	0	29	1
"CRYBA2"	"aNE"	0	0	20	10
"CRYBA4"	"NE"	0	0	13	17
"CRYBB1"	"NE"	0	0	2	28
"CRYBB2"	"NE"	0	0	11	19
"CRYBB3"	"aNE"	0	0	16	14
"CRYBG1"	"NE"	0	0	7	23
"CRYGA"	"aNE"	0	0	27	3
"CRYGB"	"aNE"	0	0	30	0
"CRYGC"	"aNE"	0	0	26	4
"CRYGD"	"aNE"	0	3	27	0
"CRYGN"	"aNE"	0	0	20	10
"CRYGS"	"aNE"	0	0	22	8
"CRYL1"	"NE"	0	0	11	19
"CRYM"	"NE"	0	0	8	22
"CRYZ"	"aNE"	0	0	23	7
"CRYZL1"	"aNE"	0	0	24	6
"CS"	"aE"	0	16	14	0
"CSAD"	"aNE"	0	0	28	2
"CSAG1"	"NE"	NA	NA	NA	NA
"CSDC2"	"aNE"	0	0	22	8
"CSDE1"	"aNE"	0	9	21	0
"CSE1L"	"E"	30	0	0	0
"CSF1"	"aNE"	0	0	24	6
"CSF1R"	"aNE"	0	0	22	8
"CSF2"	"aNE"	0	0	24	6
"CSF2RA"	"NE"	NA	NA	NA	NA
"CSF2RB"	"NE"	0	0	11	19
"CSF3"	"aNE"	0	2	28	0
"CSF3R"	"aNE"	0	0	24	6
"CSGALNACT1"	"aNE"	0	0	17	13
"CSGALNACT2"	"aNE"	0	0	25	5
"CSHL1"	"aNE"	0	0	17	13
"CSK"	"aNE"	0	2	23	5
"CSKMT"	"aNE"	0	2	28	0
"CSMD1"	"NE"	0	0	12	18
"CSMD2"	"aNE"	0	0	18	12
"CSMD3"	"aNE"	0	0	25	5
"CSN1S1"	"aNE"	0	0	16	14
"CSN2"	"NE"	0	0	14	16
"CSN3"	"NE"	0	0	9	21
"CSNK1A1"	"aE"	2	18	10	0
"CSNK1A1L"	"aNE"	0	0	24	6
"CSNK1D"	"aNE"	0	1	25	4
"CSNK1E"	"NE"	0	0	13	17
"CSNK1G1"	"aNE"	0	0	26	4
"CSNK1G2"	"aNE"	0	0	24	6
"CSNK1G3"	"NE"	0	0	12	18
"CSNK2A1"	"aNE"	0	0	26	4
"CSNK2A2"	"aNE"	0	0	15	15
"CSNK2B"	"aE"	9	12	8	1
"CSPG4"	"aNE"	0	1	28	1
"CSPG5"	"aNE"	0	0	21	9
"CSPP1"	"aNE"	0	0	21	9
"CSRNP1"	"NE"	0	0	10	20
"CSRNP2"	"NE"	0	0	14	16
"CSRNP3"	"aNE"	0	0	18	12
"CSRP1"	"aNE"	0	0	18	12
"CSRP2"	"aNE"	0	0	17	13
"CSRP3"	"NE"	0	0	14	16
"CST1"	"aNE"	0	0	19	11
"CST11"	"NE"	0	0	14	16
"CST2"	"aNE"	0	0	18	12
"CST3"	"aNE"	0	0	27	3
"CST4"	"aNE"	0	0	22	8
"CST5"	"NE"	0	0	13	17
"CST6"	"NE"	0	0	14	16
"CST7"	"NE"	0	0	11	19
"CST8"	"NE"	0	0	8	22
"CST9"	"NE"	0	0	3	27
"CST9L"	"NE"	0	0	7	23
"CSTA"	"aNE"	0	0	27	3
"CSTB"	"NE"	0	0	9	21
"CSTF1"	"E"	16	14	0	0
"CSTF2"	"aNE"	NA	NA	NA	NA
"CSTF2T"	"aNE"	0	0	15	15
"CSTF3"	"E"	20	10	0	0
"CSTL1"	"aNE"	0	0	17	13
"CT47B1"	"aNE"	NA	NA	NA	NA
"CT55"	"NE"	NA	NA	NA	NA
"CT62"	"aNE"	0	0	19	11
"CT83"	"aNE"	NA	NA	NA	NA
"CTAG2"	"NE"	NA	NA	NA	NA
"CTAGE1"	"aNE"	0	0	27	3
"CTBP1"	"aNE"	0	0	18	12
"CTBP2"	"aNE"	0	6	23	1
"CTBS"	"aNE"	0	0	25	5
"CTC1"	"aNE"	0	4	22	4
"CTCF"	"E"	28	2	0	0
"CTCFL"	"NE"	0	0	4	26
"CTDNEP1"	"aNE"	0	8	22	0
"CTDP1"	"E"	30	0	0	0
"CTDSP1"	"aNE"	0	0	23	7
"CTDSP2"	"aNE"	0	0	27	3
"CTDSPL"	"NE"	0	0	2	28
"CTDSPL2"	"aNE"	0	0	23	7
"CTF1"	"aNE"	0	0	18	12
"CTH"	"NE"	0	0	10	20
"CTHRC1"	"aNE"	0	0	16	14
"CTIF"	"NE"	0	0	14	16
"CTLA4"	"NE"	0	0	13	17
"CTNNA1"	"aNE"	0	0	24	6
"CTNNA2"	"aNE"	0	0	23	7
"CTNNA3"	"aNE"	0	0	22	8
"CTNNAL1"	"NE"	0	0	6	24
"CTNNB1"	"aNE"	0	0	29	1
"CTNNBIP1"	"aNE"	0	0	21	9
"CTNNBL1"	"aE"	9	19	2	0
"CTNND1"	"aNE"	0	2	23	5
"CTNND2"	"aNE"	0	0	19	11
"CTNS"	"aNE"	0	0	18	12
"CTPS1"	"aNE"	0	6	24	0
"CTPS2"	"aNE"	NA	NA	NA	NA
"CTR9"	"aE"	13	17	0	0
"CTRC"	"aNE"	0	0	19	11
"CTRL"	"NE"	0	0	10	20
"CTSA"	"aNE"	0	0	16	14
"CTSB"	"NE"	0	0	9	21
"CTSC"	"NE"	0	0	3	27
"CTSD"	"NE"	0	0	6	24
"CTSE"	"NE"	0	0	8	22
"CTSF"	"aNE"	0	0	27	3
"CTSG"	"aNE"	0	0	23	7
"CTSH"	"aNE"	0	0	18	12
"CTSK"	"aNE"	0	0	30	0
"CTSL"	"aNE"	0	0	23	7
"CTSO"	"aNE"	0	0	20	10
"CTSS"	"aNE"	0	0	15	15
"CTSV"	"NE"	0	0	11	19
"CTSW"	"aNE"	0	0	27	3
"CTSZ"	"aNE"	0	0	17	13
"CTTN"	"aNE"	0	0	27	3
"CTTNBP2"	"aNE"	0	0	16	14
"CTTNBP2NL"	"aNE"	0	0	19	11
"CTU1"	"aE"	1	21	8	0
"CTU2"	"aE"	2	22	6	0
"CTXN1"	"aNE"	0	2	26	2
"CTXN2"	"NE"	0	0	11	19
"CTXN3"	"NE"	0	0	10	20
"CUBN"	"aNE"	0	0	23	7
"CUEDC1"	"aNE"	0	0	21	9
"CUEDC2"	"aNE"	0	0	22	8
"CUL1"	"aE"	2	21	7	0
"CUL2"	"aE"	0	17	13	0
"CUL3"	"aNE"	1	12	15	2
"CUL4A"	"aNE"	0	0	22	8
"CUL4B"	"aNE"	NA	NA	NA	NA
"CUL5"	"NE"	0	0	9	21
"CUL7"	"aNE"	0	1	27	2
"CUL9"	"aNE"	0	0	29	1
"CUTA"	"aNE"	0	0	27	3
"CUTC"	"aNE"	0	0	21	9
"CUX1"	"NE"	0	0	13	17
"CUX2"	"aNE"	0	0	16	14
"CUZD1"	"aNE"	0	0	19	11
"CWC22"	"E"	25	5	0	0
"CWC25"	"aNE"	0	13	17	0
"CWC27"	"aNE"	0	0	15	15
"CWF19L1"	"aNE"	0	0	27	3
"CWF19L2"	"aE"	0	23	7	0
"CWH43"	"aNE"	0	0	23	7
"CX3CL1"	"NE"	0	0	5	25
"CX3CR1"	"NE"	0	0	12	18
"CXADR"	"aNE"	0	1	27	2
"CXCL1"	"aNE"	0	0	29	1
"CXCL10"	"aNE"	0	0	16	14
"CXCL11"	"aNE"	0	0	19	11
"CXCL12"	"aNE"	0	0	19	11
"CXCL13"	"NE"	0	0	8	22
"CXCL14"	"aNE"	0	0	18	12
"CXCL16"	"NE"	0	0	11	19
"CXCL17"	"NE"	0	0	12	18
"CXCL2"	"aNE"	0	0	28	2
"CXCL3"	"aNE"	0	0	18	12
"CXCL5"	"aNE"	0	0	17	13
"CXCL6"	"aNE"	0	0	15	15
"CXCL8"	"aNE"	0	0	19	11
"CXCL9"	"NE"	0	0	10	20
"CXCR1"	"NE"	0	0	12	18
"CXCR2"	"aNE"	0	0	15	15
"CXCR3"	"NE"	NA	NA	NA	NA
"CXCR4"	"aNE"	0	0	18	12
"CXCR5"	"NE"	0	0	5	25
"CXCR6"	"NE"	0	0	5	25
"CXXC1"	"aNE"	0	3	22	5
"CXXC4"	"NE"	0	0	14	16
"CXXC5"	"NE"	0	0	14	16
"CXorf38"	"aNE"	NA	NA	NA	NA
"CXorf58"	"aNE"	NA	NA	NA	NA
"CXorf65"	"NE"	NA	NA	NA	NA
"CXorf66"	"NE"	NA	NA	NA	NA
"CYB561"	"aNE"	0	0	30	0
"CYB561A3"	"aNE"	0	0	16	14
"CYB561D1"	"aNE"	0	1	28	1
"CYB561D2"	"aNE"	0	1	28	1
"CYB5A"	"NE"	0	0	5	25
"CYB5B"	"aNE"	0	4	26	0
"CYB5D1"	"NE"	0	0	4	26
"CYB5D2"	"aNE"	0	0	18	12
"CYB5R1"	"NE"	0	0	13	17
"CYB5R2"	"NE"	0	0	14	16
"CYB5R3"	"aNE"	0	0	18	12
"CYB5R4"	"aNE"	0	1	23	6
"CYB5RL"	"aNE"	0	0	17	13
"CYBA"	"aNE"	0	0	28	2
"CYBB"	"aNE"	NA	NA	NA	NA
"CYBC1"	"NE"	0	0	14	16
"CYBRD1"	"aNE"	0	0	26	4
"CYC1"	"aNE"	1	8	21	0
"CYCS"	"aE"	2	19	9	0
"CYFIP1"	"aNE"	0	6	24	0
"CYGB"	"aNE"	0	0	21	9
"CYHR1"	"aNE"	0	0	27	3
"CYLC1"	"NE"	NA	NA	NA	NA
"CYLC2"	"NE"	0	0	8	22
"CYLD"	"aNE"	0	0	22	8
"CYP11A1"	"aNE"	0	0	24	6
"CYP11B1"	"NE"	0	0	11	19
"CYP11B2"	"NE"	0	0	8	22
"CYP17A1"	"aNE"	0	0	20	10
"CYP19A1"	"NE"	0	0	12	18
"CYP1A1"	"aNE"	0	0	15	15
"CYP1A2"	"aNE"	0	0	15	15
"CYP1B1"	"NE"	0	0	7	23
"CYP20A1"	"NE"	0	0	3	27
"CYP21A2"	"aNE"	0	0	28	2
"CYP24A1"	"NE"	0	0	10	20
"CYP26A1"	"aNE"	0	0	20	10
"CYP26B1"	"NE"	0	0	12	18
"CYP26C1"	"aNE"	0	0	21	9
"CYP27A1"	"aNE"	0	0	25	5
"CYP27B1"	"aNE"	0	0	29	1
"CYP27C1"	"aNE"	0	0	20	10
"CYP2A13"	"aNE"	0	3	27	0
"CYP2A6"	"aNE"	0	0	15	15
"CYP2A7"	"NE"	0	0	10	20
"CYP2B6"	"NE"	0	0	14	16
"CYP2C18"	"aNE"	0	0	22	8
"CYP2C19"	"aNE"	0	0	15	15
"CYP2C8"	"aNE"	0	0	17	13
"CYP2C9"	"aNE"	0	0	18	12
"CYP2D6"	"NE"	0	0	8	22
"CYP2E1"	"NE"	0	0	13	17
"CYP2F1"	"aNE"	0	0	19	11
"CYP2J2"	"aNE"	0	0	18	12
"CYP2R1"	"NE"	0	0	11	19
"CYP2S1"	"NE"	0	0	10	20
"CYP2U1"	"aNE"	0	0	19	11
"CYP2W1"	"aNE"	0	0	22	8
"CYP39A1"	"NE"	0	0	7	23
"CYP3A4"	"aNE"	0	0	21	9
"CYP3A43"	"aNE"	0	1	24	5
"CYP3A5"	"aNE"	0	0	21	9
"CYP3A7"	"aNE"	0	0	18	12
"CYP46A1"	"NE"	0	0	8	22
"CYP4A11"	"aNE"	0	0	17	13
"CYP4A22"	"aNE"	0	0	19	11
"CYP4B1"	"aNE"	0	0	22	8
"CYP4F11"	"aNE"	0	3	27	0
"CYP4F12"	"aNE"	0	0	23	7
"CYP4F2"	"aNE"	0	0	23	7
"CYP4F22"	"aNE"	0	0	20	10
"CYP4F3"	"NE"	0	0	4	26
"CYP4V2"	"NE"	0	0	11	19
"CYP4X1"	"aNE"	0	0	30	0
"CYP4Z1"	"aNE"	0	1	21	8
"CYP51A1"	"NE"	0	1	11	18
"CYP7A1"	"aNE"	0	0	22	8
"CYP7B1"	"NE"	0	0	9	21
"CYP8B1"	"aNE"	0	0	17	13
"CYREN"	"aNE"	0	0	15	15
"CYRIA"	"NE"	0	0	5	25
"CYRIB"	"NE"	0	0	9	21
"CYS1"	"aNE"	0	4	25	1
"CYSLTR1"	"aNE"	NA	NA	NA	NA
"CYSLTR2"	"aNE"	0	0	20	10
"CYSTM1"	"NE"	0	0	1	29
"CYTH1"	"aNE"	0	0	24	6
"CYTH2"	"aNE"	0	0	28	2
"CYTH3"	"aNE"	0	0	20	10
"CYTH4"	"aNE"	0	0	24	6
"CYTIP"	"aNE"	0	0	20	10
"CYTL1"	"NE"	0	0	5	25
"CZIB"	"aNE"	0	0	30	0
"D2HGDH"	"aNE"	0	0	27	3
"DAAM1"	"NE"	0	0	9	21
"DAAM2"	"NE"	0	0	14	16
"DAB1"	"aNE"	0	0	24	6
"DAB2"	"NE"	0	0	14	16
"DAB2IP"	"NE"	0	0	4	26
"DACH1"	"aNE"	0	0	28	2
"DACH2"	"NE"	NA	NA	NA	NA
"DACT1"	"aNE"	0	0	18	12
"DACT2"	"NE"	0	0	6	24
"DACT3"	"aNE"	0	0	20	10
"DAD1"	"E"	29	1	0	0
"DAG1"	"aNE"	0	0	28	2
"DAGLA"	"aNE"	0	0	24	6
"DAGLB"	"aNE"	0	0	22	8
"DALRD3"	"aNE"	0	0	28	2
"DAND5"	"aNE"	0	0	25	5
"DAO"	"aNE"	0	0	22	8
"DAOA"	"NE"	0	0	10	20
"DAP"	"aNE"	0	3	27	0
"DAP3"	"aNE"	0	10	20	0
"DAPK1"	"NE"	0	0	10	20
"DAPK2"	"aNE"	0	0	25	5
"DAPK3"	"aNE"	0	0	16	14
"DAPL1"	"aNE"	0	0	23	7
"DAPP1"	"aNE"	0	0	15	15
"DARS1"	"E"	30	0	0	0
"DARS2"	"aNE"	0	2	28	0
"DAW1"	"NE"	0	0	14	16
"DAXX"	"aNE"	0	4	26	0
"DAZAP1"	"aNE"	0	1	26	3
"DAZAP2"	"aNE"	0	0	20	10
"DAZL"	"aNE"	0	0	25	5
"DBF4"	"aE"	6	19	5	0
"DBF4B"	"aNE"	0	0	26	4
"DBH"	"aNE"	0	0	22	8
"DBI"	"aNE"	0	0	29	1
"DBN1"	"aNE"	0	0	20	10
"DBNDD1"	"aNE"	0	1	27	2
"DBNDD2"	"NE"	0	0	3	27
"DBNL"	"aNE"	0	0	22	8
"DBP"	"aNE"	0	0	20	10
"DBR1"	"E"	28	2	0	0
"DBT"	"aNE"	0	0	27	3
"DBX2"	"NE"	0	0	14	16
"DCAF10"	"aNE"	0	0	26	4
"DCAF11"	"aNE"	0	0	22	8
"DCAF12"	"NE"	0	0	12	18
"DCAF12L1"	"NE"	NA	NA	NA	NA
"DCAF12L2"	"NE"	NA	NA	NA	NA
"DCAF13"	"NE"	0	0	12	18
"DCAF15"	"aNE"	1	0	29	0
"DCAF16"	"NE"	0	0	9	21
"DCAF17"	"aNE"	0	0	21	9
"DCAF4"	"aNE"	0	0	23	7
"DCAF4L1"	"aNE"	0	0	17	13
"DCAF4L2"	"aNE"	0	0	18	12
"DCAF5"	"aNE"	0	1	15	14
"DCAF6"	"aNE"	0	2	28	0
"DCAF8"	"aNE"	0	0	24	6
"DCAF8L1"	"NE"	NA	NA	NA	NA
"DCAF8L2"	"NE"	NA	NA	NA	NA
"DCAKD"	"aNE"	0	0	30	0
"DCANP1"	"aNE"	0	0	19	11
"DCBLD1"	"NE"	0	0	5	25
"DCBLD2"	"NE"	0	0	14	16
"DCC"	"NE"	0	0	6	24
"DCD"	"aNE"	0	0	17	13
"DCDC1"	"NE"	0	0	11	19
"DCDC2"	"aNE"	0	0	19	11
"DCDC2B"	"aNE"	0	0	28	2
"DCHS1"	"aNE"	0	0	20	10
"DCHS2"	"NE"	0	0	3	27
"DCK"	"aNE"	0	0	17	13
"DCLK1"	"aNE"	0	0	26	4
"DCLK2"	"aNE"	0	0	19	11
"DCLK3"	"aNE"	0	0	24	6
"DCLRE1A"	"NE"	0	0	13	17
"DCLRE1B"	"aE"	4	16	10	0
"DCLRE1C"	"NE"	0	0	13	17
"DCN"	"NE"	0	0	8	22
"DCP1B"	"NE"	0	0	13	17
"DCP2"	"aNE"	0	0	27	3
"DCPS"	"aNE"	0	2	18	10
"DCST1"	"aNE"	0	1	25	4
"DCST2"	"aNE"	0	0	30	0
"DCSTAMP"	"NE"	0	0	14	16
"DCT"	"aNE"	0	0	17	13
"DCTD"	"NE"	0	0	9	21
"DCTN1"	"aNE"	0	8	22	0
"DCTN2"	"aE"	15	15	0	0
"DCTN3"	"aE"	5	23	2	0
"DCTN4"	"aE"	6	19	5	0
"DCTN5"	"E"	23	7	0	0
"DCTN6"	"aE"	13	16	1	0
"DCTPP1"	"aNE"	0	0	22	8
"DCUN1D1"	"aNE"	0	0	23	7
"DCUN1D2"	"aNE"	0	0	20	10
"DCUN1D3"	"NE"	0	0	5	25
"DCUN1D4"	"aNE"	0	0	20	10
"DCUN1D5"	"aNE"	0	0	18	12
"DCX"	"NE"	NA	NA	NA	NA
"DCXR"	"aNE"	0	0	26	4
"DDA1"	"aNE"	0	1	28	1
"DDAH1"	"NE"	0	0	12	18
"DDAH2"	"NE"	0	0	12	18
"DDB1"	"E"	30	0	0	0
"DDB2"	"aNE"	0	0	26	4
"DDC"	"NE"	0	0	5	25
"DDHD1"	"aNE"	0	0	19	11
"DDHD2"	"NE"	0	0	11	19
"DDI1"	"NE"	0	0	10	20
"DDI2"	"aNE"	0	0	29	1
"DDIAS"	"NE"	0	0	6	24
"DDIT3"	"aNE"	0	0	21	9
"DDIT4"	"NE"	0	0	6	24
"DDIT4L"	"NE"	0	0	12	18
"DDN"	"aE"	1	15	14	0
"DDO"	"NE"	0	0	9	21
"DDOST"	"aE"	8	20	2	0
"DDR1"	"aNE"	0	0	19	11
"DDR2"	"aNE"	0	0	27	3
"DDRGK1"	"aNE"	0	4	26	0
"DDX1"	"aNE"	0	3	27	0
"DDX10"	"E"	27	3	0	0
"DDX11"	"aE"	13	17	0	0
"DDX17"	"aNE"	0	0	29	1
"DDX18"	"E"	30	0	0	0
"DDX19A"	"aNE"	0	2	27	1
"DDX19B"	"aNE"	0	0	29	1
"DDX20"	"E"	23	7	0	0
"DDX21"	"E"	21	7	2	0
"DDX23"	"aE"	9	21	0	0
"DDX24"	"E"	25	5	0	0
"DDX25"	"NE"	0	0	6	24
"DDX27"	"aE"	8	20	2	0
"DDX28"	"aNE"	0	1	28	1
"DDX31"	"aNE"	0	0	27	3
"DDX39A"	"aNE"	0	0	27	3
"DDX39B"	"aNE"	1	7	19	3
"DDX3X"	"E"	NA	NA	NA	NA
"DDX4"	"aNE"	0	0	20	10
"DDX41"	"E"	30	0	0	0
"DDX42"	"E"	22	7	1	0
"DDX43"	"aNE"	0	0	27	3
"DDX46"	"E"	26	4	0	0
"DDX47"	"E"	29	1	0	0
"DDX49"	"E"	29	1	0	0
"DDX5"	"aNE"	1	13	16	0
"DDX50"	"aNE"	0	0	27	3
"DDX51"	"E"	17	13	0	0
"DDX52"	"aE"	5	23	2	0
"DDX53"	"NE"	NA	NA	NA	NA
"DDX54"	"E"	28	2	0	0
"DDX55"	"E"	24	6	0	0
"DDX56"	"E"	30	0	0	0
"DDX58"	"aNE"	0	0	18	12
"DDX59"	"aE"	14	15	1	0
"DDX6"	"aE"	6	19	5	0
"DDX60"	"NE"	0	0	11	19
"DDX60L"	"NE"	0	0	6	24
"DEAF1"	"NE"	0	0	12	18
"DECR1"	"NE"	0	0	11	19
"DECR2"	"aNE"	0	0	16	14
"DEDD"	"aNE"	0	0	25	5
"DEDD2"	"NE"	0	0	9	21
"DEF6"	"aNE"	0	0	15	15
"DEF8"	"aNE"	0	0	29	1
"DEFA4"	"aNE"	0	0	19	11
"DEFA5"	"NE"	0	0	11	19
"DEFA6"	"NE"	0	0	7	23
"DEFB1"	"aNE"	0	0	16	14
"DEFB108B"	"aNE"	0	0	26	4
"DEFB110"	"NE"	0	0	6	24
"DEFB112"	"NE"	0	0	9	21
"DEFB113"	"NE"	0	0	10	20
"DEFB115"	"aNE"	0	2	28	0
"DEFB116"	"aNE"	0	0	25	5
"DEFB118"	"aNE"	0	0	26	4
"DEFB119"	"aNE"	0	0	18	12
"DEFB121"	"aNE"	0	0	21	9
"DEFB123"	"aNE"	0	0	15	15
"DEFB124"	"NE"	0	0	13	17
"DEFB125"	"aNE"	0	0	17	13
"DEFB126"	"NE"	0	0	7	23
"DEFB127"	"NE"	0	0	7	23
"DEFB128"	"aNE"	0	0	22	8
"DEFB129"	"aNE"	0	13	17	0
"DEFB132"	"NE"	0	0	9	21
"DEFB136"	"aNE"	0	0	21	9
"DEGS1"	"NE"	0	0	5	25
"DEGS2"	"NE"	0	0	4	26
"DEK"	"NE"	0	0	8	22
"DELE1"	"aNE"	0	0	16	14
"DENND10"	"aNE"	0	0	27	3
"DENND11"	"aNE"	0	0	25	5
"DENND1A"	"aNE"	0	0	16	14
"DENND1B"	"aNE"	0	0	20	10
"DENND1C"	"aNE"	0	1	24	5
"DENND2A"	"aNE"	0	0	24	6
"DENND2B"	"NE"	0	0	8	22
"DENND2C"	"aNE"	0	0	30	0
"DENND2D"	"aNE"	0	0	26	4
"DENND3"	"aNE"	0	0	20	10
"DENND4A"	"aNE"	0	0	21	9
"DENND4B"	"aNE"	0	0	25	5
"DENND4C"	"aNE"	0	0	21	9
"DENND5A"	"aNE"	0	0	23	7
"DENND5B"	"aNE"	0	0	18	12
"DENND6A"	"NE"	0	0	4	26
"DENND6B"	"NE"	0	0	8	22
"DENR"	"aE"	3	25	2	0
"DEPDC1"	"aNE"	0	0	29	1
"DEPDC1B"	"NE"	0	0	9	21
"DEPDC4"	"NE"	0	0	11	19
"DEPDC5"	"NE"	0	0	11	19
"DEPDC7"	"aNE"	0	0	18	12
"DEPP1"	"aNE"	0	0	25	5
"DEPTOR"	"aNE"	0	0	26	4
"DERA"	"aNE"	0	0	25	5
"DERL1"	"aNE"	0	1	25	4
"DERL2"	"aNE"	0	4	25	1
"DERL3"	"aNE"	0	0	24	6
"DES"	"aNE"	0	0	23	7
"DESI1"	"aNE"	0	0	24	6
"DESI2"	"aNE"	0	0	17	13
"DET1"	"aNE"	0	7	19	4
"DEUP1"	"NE"	0	0	9	21
"DEXI"	"aE"	2	14	14	0
"DFFA"	"aNE"	0	0	16	14
"DFFB"	"aNE"	0	0	22	8
"DGAT1"	"aNE"	0	0	21	9
"DGAT2"	"NE"	0	0	4	26
"DGAT2L6"	"NE"	NA	NA	NA	NA
"DGCR2"	"aNE"	0	0	20	10
"DGCR6"	"aNE"	0	0	27	3
"DGCR6L"	"aNE"	0	0	24	6
"DGCR8"	"aNE"	0	14	16	0
"DGKA"	"aNE"	0	0	28	2
"DGKB"	"NE"	0	0	6	24
"DGKD"	"aNE"	0	0	20	10
"DGKE"	"aNE"	0	0	16	14
"DGKG"	"NE"	0	0	11	19
"DGKH"	"aNE"	0	0	22	8
"DGKI"	"NE"	0	0	6	24
"DGKQ"	"NE"	0	0	9	21
"DGKZ"	"aNE"	0	0	26	4
"DGLUCY"	"NE"	0	0	11	19
"DGUOK"	"aNE"	0	0	15	15
"DHCR24"	"aNE"	0	0	22	8
"DHCR7"	"aNE"	0	0	24	6
"DHDDS"	"E"	30	0	0	0
"DHDH"	"NE"	0	0	8	22
"DHFR2"	"aE"	1	17	12	0
"DHH"	"aNE"	0	0	26	4
"DHODH"	"aNE"	0	2	28	0
"DHPS"	"aE"	7	14	6	3
"DHRS1"	"aNE"	0	0	29	1
"DHRS11"	"aNE"	0	0	23	7
"DHRS12"	"aNE"	0	0	24	6
"DHRS13"	"aNE"	0	0	29	1
"DHRS2"	"aNE"	0	0	21	9
"DHRS3"	"aNE"	0	0	18	12
"DHRS4"	"aNE"	0	0	24	6
"DHRS4L2"	"aNE"	0	0	23	7
"DHRS7"	"aNE"	0	0	18	12
"DHRS7B"	"aNE"	0	0	23	7
"DHRS7C"	"NE"	0	0	7	23
"DHRS9"	"NE"	0	0	9	21
"DHRSX"	"aNE"	NA	NA	NA	NA
"DHTKD1"	"NE"	0	0	6	24
"DHX15"	"E"	30	0	0	0
"DHX16"	"E"	30	0	0	0
"DHX29"	"NE"	0	0	14	16
"DHX30"	"aNE"	0	1	27	2
"DHX32"	"aNE"	0	0	22	8
"DHX33"	"E"	16	13	1	0
"DHX34"	"aNE"	0	0	16	14
"DHX35"	"aNE"	0	3	24	3
"DHX36"	"aE"	3	16	11	0
"DHX37"	"E"	29	1	0	0
"DHX38"	"aE"	3	23	4	0
"DHX40"	"aNE"	0	0	29	1
"DHX57"	"aNE"	0	0	28	2
"DHX58"	"NE"	0	0	14	16
"DHX8"	"E"	28	2	0	0
"DHX9"	"aE"	5	20	5	0
"DIABLO"	"aNE"	0	0	28	2
