,source,target
1111176,YWHAE,FMR1
1111177,YWHAE,GDAP1
1111178,YWHAE,SLC25A22
1111179,GNAO1,YWHAE
1111180,YWHAE,GNAS
1111181,YWHAE,GNAS
1111182,GNAS,YWHAE
1111183,YWHAE,GNAS
1111184,GPD2,YWHAE
1111185,GPM6A,YWHAE
1111186,GRIA3,YWHAE
1111187,YWHAE,GLG1
1111188,YWHAE,H3-3B
1111189,YWHAE,H3-2
1111190,YWHAE,HABP4
1111191,YWHAE,HACD3
1111192,YWHAE,HCN2
1111193,HMOX2,YWHAE
1111194,HNRNPDL,YWHAE
1111195,SYNCRIP,YWHAE
1111196,HK1,YWHAE
1111197,YWHAE,ICAM5
1111198,YWHAE,IGSF8
1111199,YWHAE,ILF3
1111200,YWHAE,ITSN2
1111201,AK4,YWHAE
1111202,YWHAE,CAMK2G
1111203,YWHAE,KCNIP4
1111204,YWHAE,KCND2
1111205,YWHAE,KCND3
1111206,KHDRBS3,YWHAE
1111207,YWHAE,KTN1
1111208,LETM1,YWHAE
1111209,LGI1,YWHAE
1111210,LMAN1,YWHAE
1111211,YWHAE,LRRC59
1111212,YWHAE,LSAMP
1111213,YWHAE,LAMTOR1
1111214,LY86,YWHAE
1111215,YWHAE,MTDH
1111216,ME2,YWHAE
1111217,YWHAE,MAP9
1111218,YWHAE,MTARC2
1111219,YWHAE,MIB1
1111220,YWHAE,MINPP1
1111221,YWHAE,MLEC
1111222,YWHAE,MPP3
1111223,MSI1,YWHAE
1111224,YWHAE,MTCH2
1111225,MTX2,YWHAE
1111226,YWHAE,MYO18A
1111227,MYH9,YWHAE
1111228,CYB5R3,YWHAE
1111229,NCAM1,YWHAE
1111230,YWHAE,NCEH1
1111231,NCKAP1L,YWHAE
1111232,YWHAE,NCLN
1111233,YWHAE,NCOA5
1111234,POR,YWHAE
1111235,NCS1,YWHAE
1111236,YWHAE,NDUFA5
1111237,NDUFA8,YWHAE
1111238,YWHAE,NDUFA9
1111239,NDUFS1,YWHAE
1111240,NDUFS2,YWHAE
1111241,NDUFS3,YWHAE
1111242,NDUFV1,YWHAE
1111243,YWHAE,NIPSNAP1
1111244,NIPSNAP2,YWHAE
1111245,YWHAE,NPTN
1111246,YWHAE,NSG2
1111247,DLAT,YWHAE
1111248,OPA1,YWHAE
1111249,DDOST,YWHAE
1111250,CD200,YWHAE
1111251,PALM,YWHAE
1111252,PITPNM1,YWHAE
1111253,YWHAE,PNKD
1111254,YWHAE,PON2
1111255,YWHAE,PIP4P2
1111256,CTSA,YWHAE
1111257,ARL6IP5,YWHAE
1111258,YWHAE,PRDX4
1111259,PTBP1,YWHAE
1111260,YWHAE,PTRH2
1111261,PTN,YWHAE
1111262,YWHAE,PTPRN
1111263,VAPB,YWHAE
1111264,YWHAE,STIM2
1111265,YWHAE,SF3B2
1111266,RPN1,YWHAE
1111267,YWHAE,DGKB
1111268,FAAH,YWHAE
1111269,YWHAE,TM9SF2
1111270,SLC1A3,YWHAE
1111271,RALB,YWHAE
1111272,LY6H,YWHAE
1111273,YWHAE,AGO2
1111274,RPS5,YWHAE
1111275,ABCD3,YWHAE
1111276,YWHAE,RPS13
1111277,ATP6V0D1,YWHAE
1111278,YWHAE,NPDC1
1111279,ANXA2,YWHAE
1111280,RPS3A,YWHAE
1111281,YWHAE,HMGXB4
1111282,ATP5F1C,YWHAE
1111283,YWHAE,PDIA6
1111284,RPS2,YWHAE
1111285,COX6A1,YWHAE
1111286,UQCRC1,YWHAE
1111287,UQCRC2,YWHAE
1111288,RAB10,YWHAE
1111289,YWHAE,RAB35
1111290,YWHAE,RALY
1111291,YWHAE,RBBP6
1111292,RBM25,YWHAE
1111293,RBMX,YWHAE
1111294,YWHAE,ADARB1
1111295,YWHAE,RAB11FIP5
1111296,YWHAE,RALGAPA1
1111297,YWHAE,RHOB
1111298,YWHAE,RHOG
1111299,YWHAE,RPL11
1111300,YWHAE,RPL19
1111301,RPL22,YWHAE
1111302,YWHAE,RPL24
1111303,RPL27A,YWHAE
1111304,YWHAE,RPL32
1111305,YWHAE,RPL8
1111306,YWHAE,HNRNPA0
1111307,RP1,YWHAE
1111308,RPN2,YWHAE
1111309,YWHAE,RPS11
1111310,RPS19,YWHAE
1111311,YWHAE,RPS6
1111312,SNRPB,YWHAE
1111313,RTN3,YWHAE
1111314,YWHAE,RYR2
1111315,YWHAE,SLC12A5
1111316,YWHAE,SLC39A3
1111317,YWHAE,SLC4A4
1111318,PSAP,YWHAE
1111319,SCAMP3,YWHAE
1111320,YWHAE,SCFD1
1111321,YWHAE,SCARB2
1111322,YWHAE,SDF2L1
1111323,YWHAE,SEL1L
1111324,YWHAE,SEZ6L2
1111325,SEMA7A,YWHAE
1111326,YWHAE,SEZ6
1111327,YWHAE,SF3A2
1111328,YWHAE,SF3B4
1111329,YWHAE,SF3B5
1111330,YWHAE,SFXN5
1111331,YWHAE,C2orf88
1111332,YWHAE,SMU1
1111333,YWHAE,NAPG
1111334,YWHAE,SND1
1111335,YWHAE,USP39
1111336,SPARC,YWHAE
1111337,YWHAE,STX12
1111338,YWHAE,STX1A
1111339,YWHAE,STXBP5
1111340,YWHAE,SUGP2
1111341,SUOX,YWHAE
1111342,SYP,YWHAE
1111343,YWHAE,SYT11
1111344,YWHAE,SYT3
1111345,YWHAE,SYVN1
1111346,YWHAE,TDRD3
1111347,YWHAE,TECR
1111348,TFRC,YWHAE
1111349,YWHAE,TIMM29
1111350,YWHAE,TMED4
1111351,TMED10,YWHAE
1111352,YWHAE,TMX3
1111353,TOMM70,YWHAE
1111354,YWHAE,TXNRD2
1111355,UQCRFS1,YWHAE
1111356,VDAC2,YWHAE
1111357,YWHAE,VDAC3
1111358,YWHAE,VTI1A
1111359,WT1,YWHAE
1111360,YWHAE,CX3CL1
1111361,YLPM1,YWHAE
1111362,YWHAE,ZFR
1111363,YWHAE,SLC30A1
1111364,YWHAE,ABHD10
1111365,YWHAE,ABHD11
1111366,YWHAE,ACOT11
1111367,ADAM23,YWHAE
1111368,YWHAE,AFG3L2
1111369,YWHAE,AGK
1111370,ALDH4A1,YWHAE
1111371,MAOB,YWHAE
1111372,AQP4,YWHAE
1111373,ATP1B2,YWHAE
1111374,YWHAE,ATOH8
1111375,ATP4A,YWHAE
1111376,ATP5PD,YWHAE
1111377,ATP5PF,YWHAE
1111378,BSG,YWHAE
1111379,BCAS1,YWHAE
1111380,YWHAE,TGFBI
1111381,YWHAE,SDHC
1111382,YWHAE,CD99L2
1111383,YWHAE,CADM1
1111384,CA4,YWHAE
1111385,CALU,YWHAE
1111386,YWHAE,AGBL2
1111387,YWHAE,ALCAM
1111388,COX4I1,YWHAE
1111389,COX5A,YWHAE
1111390,YWHAE,C19orf25
1111391,YWHAE,CTBP1
1111392,CYC1,YWHAE
1111393,YWHAE,SPECC1
1111394,YWHAE,DNAJC5
1111395,YWHAE,DPP10
1111396,YWHAE,DTX3L
1111397,YWHAE,ERMN
1111398,ETFA,YWHAE
1111399,YWHAE,ETFDH
1111400,ETHE1,YWHAE
1111401,YWHAE,FERMT1
1111402,YWHAE,FXN
1111403,YWHAE,GNA13
1111404,YWHAE,GRM3
1111405,GRN,YWHAE
1111406,MACROH2A1,YWHAE
1111407,YWHAE,HAUS3
1111408,YWHAE,HADH
1111409,YWHAE,HDHD3
1111410,HMGA1,YWHAE
1111411,HAPLN1,YWHAE
1111412,KRT16,YWHAE
1111413,YWHAE,KCNA1
1111414,YWHAE,LAMP5
1111415,LAMTOR5,YWHAE
1111416,YWHAE,LYRM7
1111417,MAG,YWHAE
1111418,MARCKS,YWHAE
1111419,YWHAE,MCEE
1111420,MECP2,YWHAE
1111421,YWHAE,CHCHD3
1111422,YWHAE,CHCHD6
1111423,YWHAE,IMMT
1111424,MPC2,YWHAE
1111425,YWHAE,PMPCA
1111426,YWHAE,MRTO4
1111427,PLP1,YWHAE
1111428,NDUFA2,YWHAE
1111429,NDUFA4,YWHAE
1111430,NDUFA6,YWHAE
1111431,NDUFA10,YWHAE
1111432,YWHAE,NDUFA13
1111433,NDUFB4,YWHAE
1111434,YWHAE,NEO1
1111435,GAP43,YWHAE
1111436,SLC9A3R1,YWHAE
1111437,YWHAE,NLGN3
1111438,YWHAE,NRXN3
1111439,YWHAE,NRXN3
1111440,YWHAE,PLA2G15
1111441,PCCA,YWHAE
1111442,PCCB,YWHAE
1111443,YWHAE,PCK2
1111444,YWHAE,PCLO
1111445,PGRMC1,YWHAE
1111446,YWHAE,PHB2
1111447,YWHAE,PLXNA1
1111448,PLXNB1,YWHAE
1111449,YWHAE,ACP6
1111450,PPIF,YWHAE
1111451,YWHAE,ELFN2
1111452,YWHAE,PITRM1
1111453,YWHAE,PRPF31
1111454,YWHAE,GRM7
1111455,YWHAE,NDUFA12
1111456,YWHAE,CHCHD10
1111457,PRPS1L1,YWHAE
1111458,YWHAE,SLC4A10
1111459,NDUFV3,YWHAE
1111460,YWHAE,MCCC2
1111461,ECI1,YWHAE
1111462,YWHAE,SLC6A3
1111463,YWHAE,RAB6B
1111464,RAC3,YWHAE
1111465,RALA,YWHAE
1111466,YWHAE,RFTN2
1111467,RGS7,YWHAE
1111468,MRPL12,YWHAE
1111469,YWHAE,SLC20A2
1111470,YWHAE,SAMM50
1111471,YWHAE,SLC6A5
1111472,YWHAE,SLC25A25
1111473,SIPA1L1,YWHAE
1111474,YWHAE,SIMC1
1111475,SNAP25,YWHAE
1111476,SNPH,YWHAE
1111477,F3,YWHAE
1111478,ACAA2,YWHAE
1111479,TMEM11,YWHAE
1111480,YWHAE,TTYH1
1111481,TXK,YWHAE
1111482,YWHAE,VPS29
1111483,YWHAE,ACBD5
1111484,ACTL6A,YWHAE
1111485,YWHAE,ADNP
1111486,ARID1A,YWHAE
1111487,YWHAE,C2orf49
1111488,ATRX,YWHAE
1111489,BANF1,YWHAE
1111490,BRD2,YWHAE
1111491,YWHAE,BRD3
1111492,YWHAE,CACTIN
1111493,YWHAE,CBX1
1111494,CBX5,YWHAE
1111495,YWHAE,CCAR1
1111496,YWHAE,CENPV
1111497,YWHAE,CHAMP1
1111498,YWHAE,CHERP
1111499,YWHAE,CHTOP
1111500,YWHAE,CIRBP
1111501,YWHAE,CISD2
1111502,YWHAE,CKAP4
1111503,COIL,YWHAE
1111504,YWHAE,CPSF1
1111505,YWHAE,CPSF2
1111506,CPS1,YWHAE
1111507,SS18L1,YWHAE
1111508,YWHAE,CSTF3
1111509,YWHAE,CTNNBL1
1111510,CTCF,YWHAE
1111511,YWHAE,CWC15
1111512,YWHAE,DDX50
1111513,DEK,YWHAE
1111514,YWHAE,DIDO1
1111515,ADAR,YWHAE
1111516,YWHAE,MEAF6
1111517,ELAVL4,YWHAE
1111518,YWHAE,ENY2
1111519,YWHAE,EP400
1111520,YWHAE,ERGIC1
1111521,ERLIN2,YWHAE
1111522,FBL,YWHAE
1111523,YWHAE,FLYWCH1
1111524,YWHAE,GAR1
1111525,YWHAE,GLYR1
1111526,YWHAE,GPC5
1111527,H1-0,YWHAE
1111528,YWHAE,H1-1
1111529,H1-2,YWHAE
1111530,H1-4,YWHAE
1111531,H1-5,YWHAE
1111532,YWHAE,CBLL1
1111533,HCFC1,YWHAE
1111534,YWHAE,HDGFL2
1111535,YWHAE,HMG20A
1111536,YWHAE,HMBOX1
1111537,HMGB2,YWHAE
1111538,YWHAE,HP1BP3
1111539,YWHAE,INTS3
1111540,YWHAE,INTS9
1111541,KDM1A,YWHAE
1111542,YWHAE,KHDRBS2
1111543,YWHAE,KMT5A
1111544,LMNA,YWHAE
1111545,LMNB1,YWHAE
1111546,YWHAE,LMNB2
1111547,YWHAE,LRRC63
1111548,YWHAE,LSM3
1111549,LSM8,YWHAE
1111550,YWHAE,LUC7L
1111551,MAFG,YWHAE
1111552,YWHAE,LEMD3
1111553,YWHAE,MYBBP1A
1111554,YWHAE,MBD2
1111555,MBD3,YWHAE
1111556,YWHAE,MBNL2
1111557,YWHAE,MED27
1111558,YWHAE,MED8
1111559,YWHAE,MOGS
1111560,YWHAE,MTA3
1111561,MTREX,YWHAE
1111562,NDUFS4,YWHAE
1111563,YWHAE,NFIA
1111564,YWHAE,NFIX
1111565,SNU13,YWHAE
1111566,YWHAE,NHP2
1111567,YWHAE,NOP10
1111568,NOP56,YWHAE
1111569,YWHAE,NUP35
1111570,YWHAE,NUP54
1111571,NUP62,YWHAE
1111572,YWHAE,NUP88
1111573,YWHAE,NUP93
1111574,NVL,YWHAE
1111575,YWHAE,NXF1
1111576,YWHAE,OSTC
1111577,YWHAE,GATAD2A
1111578,YWHAE,GATAD2B
1111579,YWHAE,SCN10A
1111580,YWHAE,PAF1
1111581,YWHAE,PAXBP1
1111582,YWHAE,PBRM1
1111583,YWHAE,POLDIP3
1111584,YWHAE,PDS5B
1111585,YWHAE,PHC2
1111586,YWHAE,PHF10
1111587,PHF14,YWHAE
1111588,PHF2,YWHAE
1111589,YWHAE,PHIP
1111590,PLRG1,YWHAE
1111591,YWHAE,PPP1R10
1111592,PRPF40A,YWHAE
1111593,YWHAE,PRPF40B
1111594,YWHAE,PROX1
1111595,PRPF4,YWHAE
1111596,PRPF6,YWHAE
1111597,PRPF3,YWHAE
1111598,NUP214,YWHAE
1111599,YWHAE,BMS1
1111600,YWHAE,POP1
1111601,YWHAE,WDR18
1111602,POLR2E,YWHAE
1111603,SMARCA2,YWHAE
1111604,YWHAE,PDS5A
1111605,YWHAE,NUMA1
1111606,YWHAE,SCAF11
1111607,YWHAE,NOP14
1111608,YWHAE,SNW1
1111609,YWHAE,LSM4
1111610,YWHAE,SRSF5
1111611,YWHAE,PRCC
1111612,YWHAE,ZBTB20
1111613,YWHAE,RAE1
1111614,YWHAE,RBM19
1111615,YWHAE,RBM22
1111616,YWHAE,RBM26
1111617,YWHAE,RBM42
1111618,RANBP2,YWHAE
1111619,RCC1,YWHAE
1111620,YWHAE,IK
1111621,RBFOX3,YWHAE
1111622,YWHAE,RING1
1111623,YWHAE,RNF2
1111624,RSL1D1,YWHAE
1111625,POLR2A,YWHAE
1111626,POLR2B,YWHAE
1111627,YWHAE,RPF2
1111628,YWHAE,RPRD1A
1111629,SNRNP70,YWHAE
1111630,SNRPC,YWHAE
1111631,SNRPA1,YWHAE
1111632,SNRPB2,YWHAE
1111633,YWHAE,SNRPE
1111634,YWHAE,SAFB2
1111635,YWHAE,SCCPDH
1111636,YWHAE,SF3A3
1111637,YWHAE,SF3B6
1111638,YWHAE,SGF29
1111639,YWHAE,SMC1A
1111640,YWHAE,SMC3
1111641,YWHAE,SMARCE1
1111642,YWHAE,SNRPD2
1111643,YWHAE,SMARCC2
1111644,YWHAE,SMARCD1
1111645,YWHAE,SMARCD2
1111646,YWHAE,SMARCB1
1111647,YWHAE,SNRNP40
1111648,SNRPA,YWHAE
1111649,SART1,YWHAE
1111650,YWHAE,SAP130
1111651,YWHAE,SAP30L
1111652,BCAS2,YWHAE
1111653,YWHAE,RBM17
1111654,U2SURP,YWHAE
1111655,YWHAE,SRRT
1111656,YWHAE,SSU72
1111657,YWHAE,STRBP
1111658,YWHAE,SUGP1
1111659,SUN1,YWHAE
1111660,YWHAE,TCOF1
1111661,SUB1,YWHAE
1111662,TCERG1,YWHAE
1111663,YWHAE,TERF2IP
1111664,YWHAE,TERF2
1111665,YWHAE,TFIP11
1111666,YWHAE,THOC1
1111667,YWHAE,THOC3
1111668,YWHAE,THOC5
1111669,YWHAE,THOC7
1111670,YWHAE,TMEM201
1111671,YWHAE,TMEM35A
1111672,YWHAE,TOR1AIP1
1111673,YWHAE,TOP2B
1111674,YWHAE,TRA2A
1111675,YWHAE,TTC29
1111676,YWHAE,TYRO3
1111677,RRP9,YWHAE
1111678,UBTF,YWHAE
1111679,YWHAE,UBN1
1111680,YWHAE,UBQLN4
1111681,YWHAE,FYTTD1
1111682,YWHAE,WDR82
1111683,YWHAE,ZNF385A
1111684,YWHAE,ZC3H14
1111685,YWHAE,ZMYND11
1111686,YWHAE,ZNF326
1111687,YWHAE,ZNF512
1111688,YWHAE,ZNF638
1111689,ZNF22,YWHAE
1111690,YWHAE,NT5C3A
1111691,YWHAE,NT5C3B
1111692,NT5C2,YWHAE
1111693,SERPINF2,YWHAE
1111694,YWHAE,APOBEC2
1111695,ACADL,YWHAE
1111696,ACADM,YWHAE
1111697,ACADS,YWHAE
1111698,ACADVL,YWHAE
1111699,ACADSB,YWHAE
1111700,YWHAE,ACSS1
1111701,ADH5,YWHAE
1111702,GPT,YWHAE
1111703,SERPINC1,YWHAE
1111704,ANXA1,YWHAE
1111705,ANXA4,YWHAE
1111706,ANXA5,YWHAE
1111707,APOA4,YWHAE
1111708,YWHAE,ARFGAP2
1111709,YWHAE,ADPRHL1
1111710,YWHAE,AUH
1111711,YWHAE,BCL2L13
1111712,YWHAE,BAZ1B
1111713,BCAT2,YWHAE
1111714,BLVRB,YWHAE
1111715,YWHAE,CASP8AP2
1111716,CRAT,YWHAE
1111717,CA3,YWHAE
1111718,YWHAE,CARD10
1111719,CASQ2,YWHAE
1111720,YWHAE,CBR4
1111721,CD36,YWHAE
1111722,CP,YWHAE
1111723,YWHAE,CIAO3
1111724,YWHAE,CLYBL
1111725,COL6A1,YWHAE
1111726,COL6A2,YWHAE
1111727,YWHAE,COBLL1
1111728,COMT,YWHAE
1111729,YWHAE,COPZ2
1111730,YWHAE,COQ5
1111731,YWHAE,COQ8A
1111732,CPN2,YWHAE
1111733,YWHAE,CPT1B
1111734,CPT2,YWHAE
1111735,CRYAB,YWHAE
1111736,YWHAE,COPS6
1111737,YWHAE,CSRP2
1111738,CSRP3,YWHAE
1111739,YWHAE,DECR1
1111740,YWHAE,DNAJA4
1111741,YWHAE,DTD2
1111742,YWHAE,ECHDC2
1111743,YWHAE,GFM1
1111744,YWHAE,EHD4
1111745,YWHAE,ELOC
1111746,EVC,YWHAE
1111747,YWHAE,FAM114A2
1111748,F12,YWHAE
1111749,FABP4,YWHAE
1111750,YWHAE,FAHD2A
1111751,YWHAE,FBLIM1
1111752,YWHAE,GFUS
1111753,FGB,YWHAE
1111754,YWHAE,FLNC
1111755,YWHAE,GCDH
1111756,YWHAE,GBE1
1111757,YWHAE,DGLUCY
1111758,GYG1,YWHAE
1111759,GPX1,YWHAE
1111760,GPX3,YWHAE
1111761,GYS1,YWHAE
1111762,YWHAE,HS1BP3
1111763,HBZ,YWHAE
1111764,HPX,YWHAE
1111765,YWHAE,HIBCH
1111766,YWHAE,HOPX
1111767,YWHAE,HPS6
1111768,YWHAE,HSDL2
1111769,YWHAE,HSPB7
1111770,YWHAE,HSPB8
1111771,HK2,YWHAE
1111772,CAST,YWHAE
1111773,IDH2,YWHAE
1111774,YWHAE,EIF4E3
1111775,PKIA,YWHAE
1111776,YWHAE,ITIH4
1111777,IVD,YWHAE
1111778,AK2,YWHAE
1111779,PRKAR1A,YWHAE
1111780,YWHAE,KEAP1
1111781,LDB3,YWHAE
1111782,LGALS1,YWHAE
1111783,YWHAE,LPP
1111784,GSTZ1,YWHAE
1111785,YWHAE,MACROD1
1111786,YWHAE,MCCC1
1111787,OGN,YWHAE
1111788,YWHAE,MLIP
1111789,MYL2,YWHAE
1111790,YWHAE,ALDH6A1
1111791,MPI,YWHAE
1111792,YWHAE,MSRB3
1111793,MTA2,YWHAE
1111794,YWHAE,MTM1
1111795,MMUT,YWHAE
1111796,YWHAE,MYL10
1111797,MYL1,YWHAE
1111798,MYL3,YWHAE
1111799,YWHAE,MYLK3
1111800,MYOM1,YWHAE
1111801,YWHAE,MYBPC3
1111802,NACA,YWHAE
1111803,YWHAE,NACA
1111804,YWHAE,NAALAD2
1111805,YWHAE,NIT2
1111806,YWHAE,NRAP
1111807,MYOM2,YWHAE
1111808,COL6A3,YWHAE
1111809,DBT,YWHAE
1111810,YWHAE,PACSIN2
1111811,YWHAE,PANK4
1111812,YWHAE,PDK2
1111813,YWHAE,PDLIM5
1111814,PRPH,YWHAE
1111815,YWHAE,PERM1
1111816,PGAM2,YWHAE
1111817,DCN,YWHAE
1111818,PLIN3,YWHAE
1111819,YWHAE,PLIN4
1111820,YWHAE,POSTN
1111821,PREP,YWHAE
1111822,YWHAE,PSME1
1111823,YWHAE,PTS
1111824,YWHAE,ABI3BP
1111825,YWHAE,TTN
1111826,SERPINH1,YWHAE
1111827,LPL,YWHAE
1111828,CAT,YWHAE
1111829,CNN1,YWHAE
1111830,AGL,YWHAE
1111831,YWHAE,AHNAK
1111832,ACACB,YWHAE
1111833,S100A1,YWHAE
1111834,SERPINA6,YWHAE
1111835,YWHAE,SAR1A
1111836,PSMD8,YWHAE
1111837,MYL4,YWHAE
1111838,YWHAE,RSU1
1111839,S100A6,YWHAE
1111840,S100A11,YWHAE
1111841,SCP2,YWHAE
1111842,YWHAE,SCRN2
1111843,SHTN1,YWHAE
1111844,YWHAE,SIRT5
1111845,YWHAE,SMPX
1111846,YWHAE,SMYD1
1111847,YWHAE,SRL
1111848,YWHAE,KARS1
1111849,YWHAE,L3HYPDH
1111850,TAGLN2,YWHAE
1111851,YWHAE,TAGLN
1111852,TGM2,YWHAE
1111853,YWHAE,TANGO2
1111854,YWHAE,TNNC1
1111855,TNNT2,YWHAE
1111856,LTBR,YWHAE
1111857,TOM1,YWHAE
1111858,YWHAE,TRAP1
1111859,TTR,YWHAE
1111860,YWHAE,TXLNB
1111861,VPS26A,YWHAE
1111862,GC,YWHAE
1111863,XDH,YWHAE
1111864,XRCC3,YWHAE
1111865,ACE,YWHAE
1111866,ACSL1,YWHAE
1111867,ANPEP,YWHAE
1111868,NPPA,YWHAE
1111869,YWHAE,AOC3
1111870,ATP5ME,YWHAE
1111871,SLC4A1,YWHAE
1111872,YWHAE,BDH1
1111873,YWHAE,BLOC1S6
1111874,BMP10,YWHAE
1111875,YWHAE,BORCS6
1111876,CACNA2D1,YWHAE
1111877,YWHAE,CAVIN1
1111878,CAVIN2,YWHAE
1111879,YWHAE,CAVIN3
1111880,YWHAE,CAVIN4
1111881,YWHAE,CCDC90B
1111882,YWHAE,SLC25A13
1111883,COL15A1,YWHAE
1111884,YWHAE,COQ3
1111885,YWHAE,COQ6
1111886,YWHAE,CORO6
1111887,YWHAE,COX20
1111888,COX6C,YWHAE
1111889,COX7A2L,YWHAE
1111890,YWHAE,COX8C
1111891,CREG1,YWHAE
1111892,CTNNA1,YWHAE
1111893,COX7A1,YWHAE
1111894,CYB5A,YWHAE
1111895,YWHAE,DAG1
1111896,DES,YWHAE
1111897,YWHAE,DNAJC11
1111898,DMD,YWHAE
1111899,DPP4,YWHAE
1111900,DYSF,YWHAE
1111901,HADHB,YWHAE
1111902,YWHAE,EMILIN1
1111903,EPB42,YWHAE
1111904,YWHAE,PTGFRN
1111905,FXR1,YWHAE
1111906,YWHAE,GNA12
1111907,EPHX1,YWHAE
1111908,YWHAE,ITGA7
1111909,YWHAE,JPH2
1111910,YWHAE,LNPEP
1111911,YWHAE,SLC25A11
1111912,YWHAE,MAP7D1
1111913,MCM3,YWHAE
1111914,M6PR,YWHAE
1111915,MRC1,YWHAE
1111916,MCAM,YWHAE
1111917,MYH6,YWHAE
1111918,MYH7,YWHAE
1111919,MYL9,YWHAE
1111920,NDUFB7,YWHAE
1111921,NDUFB10,YWHAE
1111922,NDUFS5,YWHAE
1111923,NDUFS8,YWHAE
1111924,NDUFV2,YWHAE
1111925,YWHAE,SLC9A3R2
1111926,YWHAE,NOTCH3
1111927,TNXB,YWHAE
1111928,PDHX,YWHAE
1111929,YWHAE,PACSIN3
1111930,YWHAE,PBXIP1
1111931,YWHAE,HSPG2
1111932,PTGS1,YWHAE
1111933,BGN,YWHAE
1111934,YWHAE,PPP1R3A
1111935,FBN1,YWHAE
1111936,HCCS,YWHAE
1111937,YWHAE,RFTN1
1111938,YWHAE,COX6A2
1111939,YWHAE,EHD2
1111940,CDH13,YWHAE
1111941,BCAM,YWHAE
1111942,YWHAE,RPL3L
1111943,YWHAE,REEP5
1111944,YWHAE,ZC3H13
1111945,YWHAE,SGCG
1111946,HRC,YWHAE
1111947,UQCRQ,YWHAE
1111948,YWHAE,RAB21
1111949,YWHAE,RAB22A
1111950,YWHAE,RCN3
1111951,RPL35A,YWHAE
1111952,YWHAE,MRPL10
1111953,YWHAE,MRPL53
1111954,RRAS,YWHAE
1111955,RTN2,YWHAE
1111956,YWHAE,SLC27A1
1111957,SDHB,YWHAE
1111958,YWHAE,SGCB
1111959,YWHAE,SMC1B
1111960,SPTA1,YWHAE
1111961,YWHAE,STX4
1111962,YWHAE,SUSD2
1111963,YWHAE,TMEM119
1111964,TMOD1,YWHAE
1111965,TNNI3,YWHAE
1111966,TXNDC12,YWHAE
1111967,YWHAE,TXNDC5
1111968,UGT1A1,YWHAE
1111969,YWHAE,ACAD8
1111970,YWHAE,ACOT13
1111971,YWHAE,ACSF2
1111972,APOC3,YWHAE
1111973,ATP5MF,YWHAE
1111974,YWHAE,BOLA3
1111975,YWHAE,IBA57
1111976,YWHAE,C8orf82
1111977,YWHAE,CLPP
1111978,YWHAE,CATSPER2
1111979,YWHAE,HSD17B8
1111980,TSFM,YWHAE
1111981,EIF3D,YWHAE
1111982,YWHAE,MCAT
1111983,YWHAE,TBRG4
1111984,YWHAE,GADD45GIP1
1111985,YWHAE,GPSM2
1111986,YWHAE,HSD17B10
1111987,YWHAE,HDHD5
1111988,YWHAE,HINT2
1111989,HMGCL,YWHAE
1111990,KRT10,YWHAE
1111991,KRT15,YWHAE
1111992,KRT1,YWHAE
1111993,YWHAE,KYAT3
1111994,LONP1,YWHAE
1111995,LRPPRC,YWHAE
1111996,LUM,YWHAE
1111997,YWHAE,MAN2B2
1111998,YWHAE,MAVS
1111999,PMPCB,YWHAE
1112000,YWHAE,NDUFB9
1112001,YWHAE,NFU1
1112002,PENK,YWHAE
1112003,YWHAE,PTGES2
1112004,YWHAE,ADIPOQ
1112005,YWHAE,MRPL9
1112006,ACTN2,YWHAE
1112007,YWHAE,ZADH2
1112008,YWHAE,NFS1
1112009,YWHAE,NADK2
1112010,YWHAE,ANGPTL2
1112011,VWA8,YWHAE
1112012,YWHAE,MRPL1
1112013,YWHAE,MRPL27
1112014,YWHAE,GFM2
1112015,YWHAE,RPS28
1112016,DAP3,YWHAE
1112017,YWHAE,RTN4IP1
1112018,YWHAE,SLIRP
1112019,YWHAE,SNX33
1112020,YWHAE,SPRYD4
1112021,YWHAE,SUCLG2
1112022,YWHAE,SYNPO2
1112023,YWHAE,TACO1
1112024,YWHAE,TXN2
1112025,YWHAE,THEMIS
1112026,YWHAE,TST
1112027,THBS1,YWHAE
1112028,YWHAE,ZNF106
1112029,YWHAE,ACTN3
1112030,ALDH3A2,YWHAE
1112031,YWHAE,ANP32B
1112032,YWHAE,ANP32E
1112033,YWHAE,ANGPT4
1112034,AQR,YWHAE
1112035,BACH1,YWHAE
1112036,CCNK,YWHAE
1112037,YWHAE,CNN3
1112038,COL1A1,YWHAE
1112039,COL1A2,YWHAE
1112040,YWHAE,COL14A1
1112041,YWHAE,CTR9
1112042,COX7A2,YWHAE
1112043,YWHAE,DDX42
1112044,LIG3,YWHAE
1112045,POLB,YWHAE
1112046,YWHAE,EXOSC4
1112047,H1-3,YWHAE
1112048,ILVBL,YWHAE
1112049,ITGA6,YWHAE
1112050,YWHAE,KANSL2
1112051,MKI67,YWHAE
1112052,YWHAE,LAMA4
1112053,MCM7,YWHAE
1112054,MFAP4,YWHAE
1112055,YWHAE,MFGE8
1112056,YWHAE,MYL7
1112057,YWHAE,MYOZ2
1112058,NASP,YWHAE
1112059,NFIC,YWHAE
1112060,YWHAE,NOL7
1112061,YWHAE,NOP9
1112062,YWHAE,PARVA
1112063,PRELP,YWHAE
1112064,CDC40,YWHAE
1112065,YWHAE,PTGIS
1112066,YWHAE,FMOD
